id,student_id/id,curriculum_version_id/id,subject_id/id,course_name,credit_type,credits,hours,grade_concept,is_approved,date_earned,origin_ref
led_stu_ppgcc_06_cc501,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_06_cc502,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_06_cc503,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_06_cc510,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_06_cc511,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_06_cc512,stu_ppgcc_06,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_06_apo,stu_ppgcc_06,reg_xyzq_cc_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgcc_06_def,stu_ppgcc_06,reg_xyzq_cc_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgcc_07_cc501,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_07_cc502,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_07_cc503,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_07_cc510,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_07_cc511,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_07_cc512,stu_ppgcc_07,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_07_apo,stu_ppgcc_07,reg_xyzq_cc_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgcc_07_def,stu_ppgcc_07,reg_xyzq_cc_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgcc_08_cc501,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_08_cc502,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_08_cc503,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_08_cc510,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_08_cc511,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_08_cc512,stu_ppgcc_08,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_08_apo,stu_ppgcc_08,reg_xyzq_cc_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgcc_08_def,stu_ppgcc_08,reg_xyzq_cc_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgcc_09_cc501,stu_ppgcc_09,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_09_cc502,stu_ppgcc_09,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_09_cc503,stu_ppgcc_09,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_10_cc501,stu_ppgcc_10,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_10_cc502,stu_ppgcc_10,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_10_cc503,stu_ppgcc_10,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_11_cc501,stu_ppgcc_11,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_11_cc502,stu_ppgcc_11,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_11_cc503,stu_ppgcc_11,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_12_cc501,stu_ppgcc_12,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_12_cc502,stu_ppgcc_12,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_12_cc503,stu_ppgcc_12,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_13_cc501,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_13_cc502,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_13_cc503,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_13_cc510,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_13_cc511,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_13_cc512,stu_ppgcc_13,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_14_cc501,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_14_cc502,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_14_cc503,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_14_cc510,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_14_cc511,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_14_cc512,stu_ppgcc_14,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_15_cc501,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_15_cc502,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_15_cc503,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_15_cc510,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_15_cc511,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_15_cc512,stu_ppgcc_15,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_16_cc501,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_16_cc502,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_16_cc503,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_16_cc510,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_16_cc511,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_16_cc512,stu_ppgcc_16,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_17_cc501,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_17_cc502,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_17_cc503,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_17_cc510,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_17_cc511,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_17_cc512,stu_ppgcc_17,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_18_cc501,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_18_cc502,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_18_cc503,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_18_cc510,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_18_cc511,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_18_cc512,stu_ppgcc_18,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,B,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_19_cc501,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_19_cc502,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_19_cc503,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,B,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_19_cc510,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_19_cc511,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_19_cc512,stu_ppgcc_19,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_20_cc501,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc501,Metodologia de Pesquisa em Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_20_cc502,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc502,Algoritmos Avançados e Teoria da Computação,subject_internal,4,60,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_20_cc503,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc503,Seminários de Computação Científica,subject_internal,2,30,A,True,2024-06-30,PPGCC 2024.1
led_stu_ppgcc_20_cc510,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc510,Aprendizado Profundo e Redes Neurais,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_20_cc511,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc511,Processamento de Linguagem Natural,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgcc_20_cc512,stu_ppgcc_20,reg_xyzq_cc_2024,sub_cc512,Visão Computacional e Reconhecimento de Padrões,subject_internal,4,60,A,True,2024-12-15,PPGCC 2024.2
led_stu_ppgfa_01_fa601,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_01_fa602,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_01_fa603,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_01_fa610,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_01_fa611,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_01_fa612,stu_ppgfa_01,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_01_apo,stu_ppgfa_01,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_01_def,stu_ppgfa_01,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_02_fa601,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_02_fa602,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_02_fa603,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,A,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_02_fa610,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_02_fa611,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa611,Espectroscopia e Difração de Raios-X,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_02_fa612,stu_ppgfa_02,reg_xyzq_fis_2024,sub_fa612,Nanotecnologia e Superfícies,subject_internal,4,60,A,True,2024-12-15,PPGFA 2024.2
led_stu_ppgfa_02_apo,stu_ppgfa_02,reg_xyzq_fis_2024,,Atividades Complementares e Produção Técnica,apo,8,120,A,True,2025-11-30,APO
led_stu_ppgfa_02_def,stu_ppgfa_02,reg_xyzq_fis_2024,,Defesa Pública de Dissertação de Mestrado,milestone,52,780,A,True,2026-03-31,Defesa
led_stu_ppgfa_03_fa601,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa601,Mecânica Quântica Avançada,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_03_fa602,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa602,Métodos Matemáticos da Física Teórica,subject_internal,4,60,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_03_fa603,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa603,Seminário Geral de Física Aplicada,subject_internal,2,30,B,True,2024-06-30,PPGFA 2024.1
led_stu_ppgfa_03_fa610,stu_ppgfa_03,reg_xyzq_fis_2024,sub_fa610,Física de Sólidos e Semicondutores,subject_internal,4,60,B,True,2024-12-15,PPGFA 2024.2
